release,update,category,books,onboarding,device,product,maker,description,color,colorcode,price,price_old,price_old_period,splitprice1,splitprice2,url,topbuttontext,topbuttonnote,bssbtn,bssbtntext,urlbssbtn,bssbtnnote,ichibabtn,ichibabtntext,urlichiba,ichibabtnnote,additionaltext,additionallinktext,additionallink,legalline,thumbnail,rselect,featurelist,feature1,feature2,feature3,feature4,feature5,rich,featureimg,img1,title1,text1,img2,title2,text2,img3,title3,text3,img4,text4,img5,text5,img6,text6,img7,text7,img8,text8,img9,text9,img10,text10,spec,item1,value1,item2,value2,item3,value3,item4,value4,item5,value5,item6,value6,item7,value7,item8,value8,item9,value9,item10,value10,comment,manufacturer,contact,support1,support2,link,link2,eol,other
2019/10/1,,フィルム,AQUOS sense3 lite 全面ガラスフィルム 高光沢,,AQUOS sense3 lite,AQUOS sense3 lite 全面ガラスフィルム 高光沢,,,ホワイト/ブラック,#ffffff/#222222,2970 ,,,,,rselect-rmshaqs012f0015wh,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/search?sitem=AQUOS%20sense3%20lite%20%E5%85%A8%E9%9D%A2%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0%20%E9%AB%98%E5%85%89%E6%B2%A2&,※送料無料,,,,,3 ,TRUE,4 ,"全面カバー
液晶画面の全体を守ります。","3D立体ガラス
ガラスの縁に立体加工を施し、スマートフォンの曲面までカバーします。","高光沢
高光沢仕様で液晶画面を色鮮やかに再現します。","防汚加工
汚れがつきにくく、付着してもとれやすい加工を施しました。",,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 lite 全面ガラスフィルム 高光沢,色,ホワイト/ブラック,材質,ガラス,セット内容,全面ガラスフィルム/クリーナークロス/ホコリ取りシール/貼り付けガイド/取扱説明書,型番,RMSHAQS012F0015WH/RMSHAQS012F0015BK,JANコード,4519756644018/4519756644025,,,,,,,,,"★イラストはイメージです。実際のパッケージのフィルム画像はすべてブラックで印字されています。パッケージに記載しているカラー名称は実物のカラーと一致しております。
★本製品は液晶画面を完全に保護するものではありません。
★液晶画面およびスマートフォン本体の破損や損傷などについては保証の対象外です。
★本製品の貼り付けは、お客様の責任において行ってください。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★「AQUOS/ アクオス」はシャープ株式会社の登録商標です。","株式会社パワーサポート
〒150-0013
東京都渋谷区恵比寿3-7-17","TEL：03-3441-3442（9時〜18時※土日祝日・年末年始を除く）
E-mail：info@pawasapo.co.jp",AQUOS sense3 lite[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-lite/],,,https://www.pawasapo.co.jp/rakuten/,2021/7/30,
2019/10/1,,フィルム,https://books.rakuten.co.jp/rb/16234608/,,AQUOS sense3 lite,AQUOS sense3 lite 平面ガラスフィルム 反射防止,,,クリア,#E8FEFF,1580 ,,,,,rselect-rmshaqs012f0002,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234608/,※送料無料,,,,,2 ,TRUE,3 ,"表面硬度 9H
表面硬度9H（実力値）の強化ガラスを採用し、割れにくく、安心です。","反射防止
画面のチラつきを抑えるAG（アンチグレア）加工により、光の映り込みを防ぎ、目に優しく見やすい画面を保ちます。","指紋防止
フィルム表面の指紋防止加工により、指紋が付きにくく残った場合でも簡単に拭き取れます。タッチ操作をしても指紋が目立ちにくくなっています。",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 lite 平面ガラスフィルム 反射防止,色,クリア,材質,接合面：シリコン、外側：ガラス、PET,セット内容,平面ガラスフィルム/クリーナークロス/ホコリ取りシール/貼り付けガイド,型番,RMSHAQS012F0002,JANコード,4549550150828 ,,,,,,,,,"★端が湾曲しているため、液晶画面よりも小さい仕様になります。
★本製品の特性上、液晶画面に貼付した状態でタッチペン操作を行うと動作しにくい場合がありますのでご了承ください。
★本製品をご使用の際はケースなどの種類により装着できない場合があります。
★本体の液晶画面の個体差により、フィルムの端が浮く可能性があります。ご了承ください。
★本製品は機器本体の画面を保護するフィルムです。他の用途ではご使用できません。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については保証の対象外です。
★イラストおよび画像はイメージです。実際の商品とは異なる場合がありますので、あらかじめご了承ください。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★「AQUOS/ アクオス」はシャープ株式会社の登録商標です。",エレコム株式会社,"エレコム総合インフォメーションセンター
TEL：0570-084-465 
FAX：0570-050-012
受付時間 10：00～19：00 年中無休",AQUOS sense3 lite[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-lite/],,,,2021/7/30,
2019/10/1,,フィルム,https://books.rakuten.co.jp/rb/16234607/,,AQUOS sense3 lite,AQUOS sense3 lite 平面ガラスフィルム 高光沢,,,クリア,#E8FEFF,1480 ,,,,,rselect-rmshaqs012f0001,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234607/,※送料無料,,,,,2 ,TRUE,3 ,"表面硬度 9H
表面硬度9H（実力値）の強化ガラスを採用し、割れにくく、安心です。","高光沢
高い光線透過率のため、画質を損ねない透明感です。写真や動画の色がきれいに見えます。","指紋防止
フィルム表面の指紋防止加工により、指紋が付きにくく残った場合でも簡単に拭き取れます。タッチ操作をしても指紋が目立ちにくくなっています。",,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 lite 平面ガラスフィルム 高光沢,色,クリア,材質,接合面：シリコン、外側：ガラス、PET,セット内容,平面ガラスフィルム/クリーナークロス/ホコリ取りシール/貼り付けガイド,型番,RMSHAQS012F0001,JANコード,4549550150811 ,,,,,,,,,"★端が湾曲しているため、液晶画面よりも小さい仕様になります。
★本製品の特性上、液晶画面に貼付した状態でタッチペン操作を行うと動作しにくい場合がありますのでご了承ください。
★本製品をご使用の際はケースなどの種類により装着できない場合があります。
★本体の液晶画面の個体差により、フィルムの端が浮く可能性があります。ご了承ください。
★本製品は機器本体の画面を保護するフィルムです。他の用途ではご使用できません。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については保証の対象外です。
★イラストおよび画像はイメージです。実際の商品とは異なる場合がありますので、あらかじめご了承ください。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★「AQUOS/ アクオス」はシャープ株式会社の登録商標です。",エレコム株式会社,"エレコム総合インフォメーションセンター
TEL：0570-084-465
FAX：0570-050-012
受付時間 10：00～19：00 年中無休",AQUOS sense3 lite[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-lite/],,,,2021/7/30,
2019/12/9,,フィルム,https://books.rakuten.co.jp/rb/16234668/,210009,Galaxy S10,Galaxy S10 全面ガラスフィルム 高光沢,,,ブラック,#222222,2970 ,,,,,rselect-rmsmglxs10f0068bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=210009,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234668/,※送料無料,,,,,2 ,TRUE,2 ,"全画面保護フルガラス
液晶パネル全てを覆う形状の保護ガラスです。ガラスの上からでも指紋認証に対応しております。","高光沢
高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,Galaxy S10 全面ガラスフィルム 高光沢 ブラック,色,ブラック,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド、気泡抜きヘラ,型番,RMSMGLXS10F0068BK,JANコード,4988075112742 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品はディスプレイに対しガラス部の上下左右が短い製品となっております。ディスプレイ端の表示が隠れますが、仕様となります。
★製品の特性上、強い力を加えてガラスを押し込むとずれてしまう事がありますのでご注意ください。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★指紋認証機能の反応が悪い場合は、本製品を貼り付けた後に指紋認証登録を行ってください。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",Galaxy S10[https://network.mobile.rakuten.co.jp/product/smartphone/galaxy-s10/],,,http://www.rastabanana.com/download/rakuten/galaxy_s10.pdf,2022/3/29,
2019/12/9,,フィルム,https://books.rakuten.co.jp/rb/16234665/,,Galaxy Note10+,Galaxy Note10+ 全面ガラスフィルム 高光沢,,,ブラック,#222222,2970 ,,,,,rselect-rmsmglxn10f0070bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234665/,※送料無料,,,,,2 ,TRUE,2 ,"全画面保護フルガラス
液晶パネル全てを覆う形状の保護ガラスです。ガラスの上からでも指紋認証に対応しております。","高光沢
高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,Galaxy Note10+ 全面ガラスフィルム 高光沢 ブラック,色,ブラック,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド、気泡抜きヘラ,型番,RMSMGLXN10F0070BK,JANコード,4988075112759 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品はディスプレイに対しガラス部の上下左右が短い製品となっております。ディスプレイ端の表示が隠れますが、仕様となります。
★製品の特性上、強い力を加えてガラスを押し込むとずれてしまう事がありますのでご注意ください。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★指紋認証機能の反応が悪い場合は、本製品を貼り付けた後に指紋認証登録を行ってください。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",Galaxy Note10+[https://network.mobile.rakuten.co.jp/product/smartphone/galaxy-note10-plus/],,,http://www.rastabanana.com/download/rakuten/galaxy_note10+.pdf,2021/7/30,
2019/12/9,,フィルム,https://books.rakuten.co.jp/rb/16234636/,,OPPO A5 2020,OPPO A5 2020 全面ガラスフィルム 高光沢,,,ブラック,#222222,2970 ,,,,,rselect-rmopa52020f0067bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234636/,※送料無料,,,,,2 ,TRUE,2 ,"全面保護フルガラス
液晶パネル全てを覆う形状の保護ガラスです。高光沢仕様で、高精細液晶の美しさを損ねません。","高光沢
高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,OPPO A5 2020 全面ガラスフィルム 高光沢 ブラック,色,ブラック,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド,型番,RMOPA52020F0067BK,JANコード,4988075112780 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",OPPO A5 2020[https://network.mobile.rakuten.co.jp/product/smartphone/a5-2020/],,,http://www.rastabanana.com/download/rakuten/a5_2020.pdf,2021/7/30,
2019/12/9,,フィルム,https://books.rakuten.co.jp/rb/16234635/,,OPPO A5 2020,OPPO A5 2020 全面ガラスフィルム 反射防止 ソフトフレーム,,,ブラック,#222222,1980 ,,,,,rselect-rmopa52020f0066bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234635/,※送料無料,,,,,2 ,TRUE,2 ,"全画面保護ハイブリッドガラス
液晶パネル全てを覆う形状の保護ガラスです。液晶保護ガラスを高い柔軟性のPETフレームで囲み、角割れすることを防止します。","反射防止
指滑りがよく、太陽光や蛍光灯等の反射を防止するアンチグレア加工が施されています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,OPPO A5 2020 全面ガラスフィルム 反射防止 ソフトフレーム ブラック,色,ブラック,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド,型番,RMOPA52020F0066BK,JANコード,4988075112773 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",OPPO A5 2020[https://network.mobile.rakuten.co.jp/product/smartphone/a5-2020/],,,http://www.rastabanana.com/download/rakuten/a5_2020.pdf,2021/7/30,
2019/12/9,,フィルム,https://books.rakuten.co.jp/rb/16234634/,,OPPO A5 2020,OPPO A5 2020 平面ガラスフィルム 高光沢,,,クリア,#E8FEFF,1480 ,,,,,rselect-rmopa52020f0065cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234634/,※送料無料,,,,,2 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。ケースと干渉することがありません。","高光沢
高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,OPPO A5 2020 平面ガラスフィルム 高光沢,色,クリア,材質,ガラス,セット内容,"製品本体、クリーナークロス、ホコリ取りシール、貼り付けガイド
",型番,RMOPA52020F0065CL,JANコード,4988075112766 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1
","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",OPPO A5 2020[https://network.mobile.rakuten.co.jp/product/smartphone/a5-2020/],,,http://www.rastabanana.com/download/rakuten/a5_2020.pdf,2021/7/30,
2019/12/12,,フィルム,https://books.rakuten.co.jp/rb/16234650/,,AQUOS sense3 plus,AQUOS sense3 plus 全面ガラスフィルム 高光沢 ドラゴントレイル,,,ブラック,#222222,3480 ,,,,,rselect-rmshaqs011f0059bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234650/,※送料無料,,,,,2 ,TRUE,5 ,"ドラゴントレイル
通常のガラスフィルムと比べ、高い表面硬度と優れた耐衝撃性があります。","高光沢
高い光線透過率のため、存在感を感じさせないクリアな画面表示になります。","3Dラウンドガラス仕様
ベゼル部分まで覆うので液晶画面全体をしっかりカバーできます。","全面吸着仕様
全面吸着によりフィルムが浮きにくく設計されています。","貼り付けツール付属
位置合わせが簡単な貼り付けツールを付属してます。",FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 plus 全面ガラスフィルム 高光沢 ドラゴントレイル,色,ブラック,材質,ガラス,セット内容,全画面ガラスフィルム/クリーナークロス/ホコリ取りシール/貼り付けツール/貼り付けガイド,型番,RMSHAQS011F0059BK,JANコード,4580508093644 ,,,,,,,,,"★本製品は液晶画面を完全に保護するもにではありません。
★本製品はガラス製品のため、落下など外部からの衝撃により割れが生じることがありますが、保証いたしかねますのであらかじめご了承下さい。
★液晶画面およびAQUOS本体の破損や損傷などについては一切の責任を負いかねますのでご了承ください。
★Dragontrail®はAGC株式会社の登録商標です。
★「AQUOS/アクオス」は、シャープ株式会社の商標または登録商標です。
★本製品のパッケージに記載されている会社名・製品名などは、一般に各社の商標または登録商標です。
★万が一、製品上の原因による初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。",,"株式会社MSソリューションズ
TEL：0120-947-783
FAX：092-262-7419
受付時間：9：00～12：00／13：00～17：00
土日祝日・年末年始を除く",AQUOS sense3 plus[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-plus/],,,,2021/7/30,
2019/12/12,,フィルム,https://books.rakuten.co.jp/rb/16234649/,,AQUOS sense3 plus,AQUOS sense3 plus 全面ガラスフィルム 反射防止 ソフトフレーム,,,ブラック,#222222,2380 ,,,,,rselect-rmshaqs011f0064bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234649/,※送料無料,,,,,2 ,TRUE,2 ,"全面保護ハイブリッドガラス
液晶パネル全てを覆う形状の保護ガラスです。
液晶保護ガラスを高い柔軟性のPETフレームで囲み、角割れすることを防止します。","反射防止
指滑りがよく、太陽光や蛍光灯等の反射を防止するアンチグレア加工が施されています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 plus 全面ガラスフィルム 反射防止 ソフトフレーム ブラック,色,ブラック,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド,型番,RMSHAQS011F0064BK,JANコード,4988075112803 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★本製品は、ディスプレイのラウンド部分まで保護する形状です。ディスプレイのラウンド部分まで覆う保護ケースと併用した場合、干渉し本製品の剥がれ・浮きの原因となる場合があります。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",AQUOS sense3 plus[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-plus/],,,,2021/7/30,
2019/12/12,,フィルム,https://books.rakuten.co.jp/rb/16234648/,,AQUOS sense3 plus,AQUOS sense3 plus 平面ガラスフィルム 高光沢,,,クリア,#E8FEFF,1980 ,,,,,rselect-rmshaqs011f0063cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/rb/16234648/,※送料無料,,,,,2 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。ケースと干渉することがありません。","高光沢
高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。",,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,AQUOS sense3 plus 平面ガラスフィルム 高光沢,色,クリア,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド,型番,RMSHAQS011F0063CL,JANコード,4988075112797 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★出荷時の状態でスマートフォンに貼られているフィルムは剥がしてから本製品をご使用ください。フィルムの上からの重ね貼りは浮きや剥がれの原因となり、保証の対象外となります。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",AQUOS sense3 plus[https://network.mobile.rakuten.co.jp/product/smartphone/aquos-sense3-plus/],,,,2021/7/30,
2020/1/23,,フィルム,Rakuten Mini ガラスフィルム 高光沢,,Rakuten Mini,Rakuten Mini ガラスフィルム 高光沢,,,ブラック/ホワイト,#222222/#ffffff,880 ,,,,,rselect-rmtnraminif0082bk,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,,楽天ブックスで購入する,https://books.rakuten.co.jp/search?sitem=Rakuten%20Mini%20%E3%82%AC%E3%83%A9%E3%82%B9%E3%83%95%E3%82%A3%E3%83%AB%E3%83%A0%20%E9%AB%98%E5%85%89%E6%B2%A2&,※送料無料,,,,,3 ,TRUE,2 ,液晶パネルの曲面を覆う形状の保護ガラスです。高光沢仕様で、高精細液晶の美しさを損ねません。,高い透明感で液晶の色彩を忠実に再現します。クリアで歪みの少ない高品質ガラスを採用しています。,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,Rakuten Mini ガラスフィルム 高光沢,色,ブラック/ホワイト,材質,ガラス,セット内容,製品本体、クリーナークロス、ホコリ取りシール、貼り付けツール、貼り付けガイド,型番,RMTNRAMINIF0082BK/RMTNRAMINIF0083WH,JANコード,4988075112865/4988075112872,,,,,,,,,"★イラストはイメージです。実際のパッケージのフィルム画像はすべてブラックで印字されています。パッケージに記載しているカラー名称は実物のカラーと一致しております。
★本製品はガラス製品のため、折り曲げたり、落下などの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含むおよび機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品は、ディスプレイのラウンド部分まで保護する形状です。ディスプレイのラウンド部分まで覆う保護ケースと併用した場合、干渉し本製品の剥がれ・浮きの原因となる場合があります。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",Rakuten Mini[https://network.mobile.rakuten.co.jp/product/smartphone/rakuten-mini/],,,,2021/7/30,
2020/3/3,,フィルム,,,HUAWEI nova 5T,HUAWEI nova 5T ガラスパネル 光沢,,,クリア,#E8FEFF,980 ,,,,,nova5t-gp2251novast,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=,※現在my 楽天モバイルでの販売は行っておりません。,none,,,※送料無料,,,,,2 ,FALSE,2 ,平面部分のみを保護する為、ケースに干渉しない。,高透明なクリアで歪みが少ない高品質ガラスを採用。高精細液晶に最適です。,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,7 ,製品名,HUAWEI nova 5T ガラスパネル,メーカー,株式会社ラスタバナナ,色,クリア,材質,ガラス,セット内容,保護ガラス、ホコリ取りシール、液晶クリーナー、貼り方ガイド,型番,GP2251NOVA5T,JANコード,4988075665743,,,,,,,"★本製品の形状は、形状により画面表示両端は覆わない設計tとなっています。
★破損の原因となりますので、本製品を折り曲げないでください。破損した場合、断面が鋭利な状態となり、ケガの原因となります。破損した場合は直ちに使用を中止し、端末から本製品を除いてください。","株式会社ラスタバナナ
愛知県名古屋市中区三の丸1-13-1","TEL： 052-201-1110（10：00～18：00の月曜日～金曜日）
※祝祭日、年末年始特定休業日を除く",HUAWEI nova 5T[https://network.mobile.rakuten.co.jp/product/smartphone/nova5t/],,,,2021/7/30,
