supportId,inquiryCode,errorCode,URL,PageTitle,form_link,form_inquiry,chat_pre-member,chat_member,tel_01,tel_03,tel_04,tel_06,tel_07,tel_08,tel_13,tel_12,tel_14,tel_11,Que
10000888,＊10888,,https://network.mobile.rakuten.co.jp/faq/detail/10000888/,Apple Watch ファミリー共有のeSIM再発行をしたい場合、どうしたらよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000891,＊10891,,https://network.mobile.rakuten.co.jp/faq/detail/10000891/,Apple Watch ファミリー共有を申し込むにはどうすればよいですか？,×,×,○,○,◎,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000892,＊10892,,https://network.mobile.rakuten.co.jp/faq/detail/10000892/,「Apple Watch ファミリー共有」から「Rakuten最強プラン」への変更はできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000890,＊10890,,https://network.mobile.rakuten.co.jp/faq/detail/10000890/,「電話番号シェアサービス」と「Apple Watch ファミリー共有」の違いはなんですか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_072_MNO契約情報
10000894,＊10894,,https://network.mobile.rakuten.co.jp/faq/detail/10000894/,Apple Watch ファミリー共有の電話番号を引き継いで、他社への乗り換え（MNP転出）はできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO契約情報
10000893,＊10893,,https://network.mobile.rakuten.co.jp/faq/detail/10000893/,「Rakuten最強プラン」から「Apple Watch ファミリー共有」への変更はできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_074_MNO契約情報
10000889,＊10889,,https://network.mobile.rakuten.co.jp/faq/detail/10000889/,Apple Watch ファミリー共有を契約する場合、利用者にApple IDや楽天IDを作成する必要はありますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_075_MNO契約情報
10000895,＊10895,,https://network.mobile.rakuten.co.jp/faq/detail/10000895/,Apple Watch ファミリー共有を解約した場合、解約月のプラン料金は日割りになりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000896,＊10896,,https://network.mobile.rakuten.co.jp/faq/detail/10000896/,Apple WatchのEIDはどこで確認できますか？,×,×,×,○,×,×,×,○,×,×,×,×,×,○,
10000853,＊10853,,https://network.mobile.rakuten.co.jp/faq/detail/10000853/,iPhone 15モデルを購入した場合、いつ届きますか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000854,＊10854,,https://network.mobile.rakuten.co.jp/faq/detail/10000854/,Apple Watch Ultra 2／Series 9／SE（第2世代）を購入した場合、いつ届きますか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000855,＊10855,,https://network.mobile.rakuten.co.jp/faq/detail/10000855/,Apple Watch Ultra 2／Series 9／SE（第2世代）の価格が知りたいです。また、キャンペーンはありますか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000856,＊10856,,https://network.mobile.rakuten.co.jp/faq/detail/10000856/,Apple Watch Ultra 2／Series 9／SE（第2世代）の予約販売はいつからですか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000857,＊10857,,https://network.mobile.rakuten.co.jp/faq/detail/10000857/,Apple Watch Ultra 2／Series 9／SE（第2世代）の予約はどのようにすればよいですか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000858,＊10858,,https://network.mobile.rakuten.co.jp/faq/detail/10000858/,iPhone 15モデルやApple Watch Ultra 2／Series 9／SE（第2世代）についてよくあるご質問,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000848,＊10848,,https://network.mobile.rakuten.co.jp/faq/detail/10000848/,製品をクレジットカードで購入しました。製品の総額、支払いの回数、毎月の支払い金額を確認できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000849,＊10849,,https://network.mobile.rakuten.co.jp/faq/detail/10000849/,iPhone 15モデルの予約販売はいつからですか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000850,＊10850,,https://network.mobile.rakuten.co.jp/faq/detail/10000850/,iPhone 15モデルの予約はどのようにすればよいですか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000851,＊10851,,https://network.mobile.rakuten.co.jp/faq/detail/10000851/,iPhone 15モデルの価格が知りたいです。また、キャンペーンはありますか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
10000852,＊10852,,https://network.mobile.rakuten.co.jp/faq/detail/10000852/,iPhone 15モデルに対応しているSIMの種類が知りたいです。また、デュアルSIMは利用できますか？,×,×,○,○,○,×,×,○,×,×,×,×,×,○,
00002038,＊02038,,https://network.mobile.rakuten.co.jp/faq/detail/00002038/,スマホ下取りサービスで下取りを希望する製品の送付は、どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
10000859,＊10859,,https://network.mobile.rakuten.co.jp/faq/detail/10000859/,持ち込みスマホあんしん保証の製品登録後に機種変更などを行った場合、どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
00001571,＊01571,,https://network.mobile.rakuten.co.jp/faq/detail/00001571/,スマホ下取りサービスの申し込みをキャンセルできますか？,×,×,○,○,○,○,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000860,＊10860,,https://network.mobile.rakuten.co.jp/faq/detail/10000860/,楽天モバイル株式会社から返金があった場合、適格返還請求書はいつ発行されますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000861,＊10861,,https://network.mobile.rakuten.co.jp/faq/detail/10000861/,「【重要】楽天モバイル　返金・ポイント返還のお知らせ」というメールを受け取りました。どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000885,＊10885,,https://network.mobile.rakuten.co.jp/faq/detail/10000885/,Apple Watch ファミリー共有の利用停止・利用再開をしたい場合、どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000862,＊10862,,https://network.mobile.rakuten.co.jp/faq/detail/10000862/,料金未払いによる利用停止についての案内を受け取りました。どうすればよいですか？（お支払い方法が口座振替のお客様）,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000868,＊10868,,https://network.mobile.rakuten.co.jp/faq/detail/10000868/,スマホ下取りサービスの製品引取り日時の予約を変更したいです。どうすればよいですか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
10000886,＊10886,,https://network.mobile.rakuten.co.jp/faq/detail/10000886/,楽天モバイル以外でApple Watchを購入した場合、Apple Watch ファミリー共有が利用できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000864,＊10864,,https://network.mobile.rakuten.co.jp/faq/detail/10000864/,Rakuten最強プランのデータタイプから通常タイプへの変更手続きがキャンセルされました。どうすればよいですか？,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_061_MNO申込後
10000878,＊10878,,https://network.mobile.rakuten.co.jp/faq/detail/10000878/,楽メールを解約できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000879,＊10879,,https://network.mobile.rakuten.co.jp/faq/detail/10000879/,楽メールの宛先は、Rakuten Linkの連絡先やOS標準の連絡先アプリから引用できますか？,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_072_MNO契約情報
10000873,＊10873,,https://network.mobile.rakuten.co.jp/faq/detail/10000873/,楽メールで取得した自分のメールアドレスを確認できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO契約情報
10000874,＊10874,,https://network.mobile.rakuten.co.jp/faq/detail/10000874/,楽メールのメールアドレスは変更できますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_074_MNO契約情報
10000875,＊10875,,https://network.mobile.rakuten.co.jp/faq/detail/10000875/,契約者変更（譲渡／名義変更）した場合、楽メールのアカウントはどうなりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_075_MNO契約情報
10000867,＊10867,,https://network.mobile.rakuten.co.jp/faq/detail/10000867/,Rakuten最強プランのデータタイプから通常タイプに変更できません。なぜですか？,×,×,×,○,×,×,○,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000863,＊10863,,https://network.mobile.rakuten.co.jp/faq/detail/10000863/,料金未払いによる利用停止についての案内を受け取りました。どうすればよいですか？（お支払い方法がクレジットカード／デビットカードのお客様）,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000865,＊10865,,https://network.mobile.rakuten.co.jp/faq/detail/10000865/,Rakuten最強プランのデータタイプから通常タイプに変更した場合、プラン料金やオプションサービスの料金はどうなりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_070_MNO料金
10000866,＊10866,,https://network.mobile.rakuten.co.jp/faq/detail/10000866/,Rakuten最強プランのデータタイプから通常タイプに変更手続き中、できないことはありますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000882,＊10882,,https://network.mobile.rakuten.co.jp/faq/detail/10000882/,Rakuten Linkアプリのアカウント設定や通知設定はどこからできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_055_楽天リンク
10000877,＊10877,,https://network.mobile.rakuten.co.jp/faq/detail/10000877/,楽天モバイルに連携している楽天ID（ユーザID）を変更した場合、楽メールのアカウントはどうなりますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
10000876,＊10876,,https://network.mobile.rakuten.co.jp/faq/detail/10000876/,楽メールで以前使っていたメールアドレスを再度取得することはできますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_072_MNO契約情報
10000881,＊10881,,https://network.mobile.rakuten.co.jp/faq/detail/10000881/,楽メールのデータは、バックアップの作成や製品への保存ができますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO契約情報
10000880,＊10880,,https://network.mobile.rakuten.co.jp/faq/detail/10000880/,楽メールで送信できる送信容量や添付ファイルのデータ量に上限はありますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_074_MNO契約情報
10000887,＊10887,,https://network.mobile.rakuten.co.jp/faq/detail/10000887/,すでに持っているApple Watchでファミリー共有を申し込みしました。どうすれよいですか？,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_061_MNO申込後
60000196,＊60196,,https://network.mobile.rakuten.co.jp/guide/product-safety/summer/,夏のスマートフォン取り扱いについて | スマートフォン・周辺機器などの使用に関するご注意 | 設定・操作・故障 | お客様サポート | 楽天モバイル,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
10000681,＊10681,　,https://network.mobile.rakuten.co.jp/faq/detail/10000681/,[Rakuten Turbo] Wi-Fi対応機器 にSSIDが表示されない場合の対応方法を教えてください,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000685,＊10685,　,https://network.mobile.rakuten.co.jp/faq/detail/10000685/,[Rakuten Turbo] 故障したときはどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000656,＊10656,　,https://network.mobile.rakuten.co.jp/faq/detail/10000656/,[Rakuten Turbo] 保証のオプションサービスはありますか？,×,×,○,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000658,＊10658,　,https://network.mobile.rakuten.co.jp/faq/detail/10000658/,[Rakuten Turbo] 返品・返金できますか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000675,＊10675,　,https://network.mobile.rakuten.co.jp/faq/detail/10000675/,[Rakuten Turbo] ステータスランプが正常に点灯しない場合どうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000674,＊10674,　,https://network.mobile.rakuten.co.jp/faq/detail/10000674/,[Rakuten Turbo] インターネットに接続できません。どうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000679,＊10679,　,https://network.mobile.rakuten.co.jp/faq/detail/10000679/,[Rakuten Turbo] 最初から利用ができない時、どうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000686,＊10686,　,https://network.mobile.rakuten.co.jp/faq/detail/10000686/,[Rakuten Turbo] 本体や付属品の初期不良・修理・交換は店舗でも受け付けてますか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000719,＊10719,　,https://network.mobile.rakuten.co.jp/faq/detail/10000719/,[Rakuten Turbo] エラーコードを確認するにはどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000636,＊10636,　,https://network.mobile.rakuten.co.jp/faq/detail/10000636/,[Rakuten Turbo] ステータスランプに赤い点滅がある,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000624,＊10624,　,https://network.mobile.rakuten.co.jp/faq/detail/10000624/,[Rakuten Turbo] インターネットに接続ができない,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000627,＊10627,　,https://network.mobile.rakuten.co.jp/faq/detail/10000627/,[Rakuten Turbo] Wi-Fi対応機器を本製品に接続できない,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000633,＊10633,　,https://network.mobile.rakuten.co.jp/faq/detail/10000633/,[Rakuten Turbo] Wi-Fiランプが赤点灯しているときはどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000634,＊10634,　,https://network.mobile.rakuten.co.jp/faq/detail/10000634/,[Rakuten Turbo] LTEランプが赤点灯しているときはどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000635,＊10635,　,https://network.mobile.rakuten.co.jp/faq/detail/10000635/,[Rakuten Turbo]5Gランプが赤点灯しているときはどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000631,＊10631,　,https://network.mobile.rakuten.co.jp/faq/detail/10000631/,[Rakuten Turbo] 通信速度が遅く感じる,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000626,＊10626,　,https://network.mobile.rakuten.co.jp/faq/detail/10000626/,[Rakuten Turbo] 通信がすぐに切れる,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000625,＊10625,　,https://network.mobile.rakuten.co.jp/faq/detail/10000625/,[Rakuten Turbo] 本製品のLTE ／ 5Gランプが点灯しているのに通信ができない,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000628,＊10628,　,https://network.mobile.rakuten.co.jp/faq/detail/10000628/,[Rakuten Turbo] 本製品のWi-Fiのパスワードが間違っていると表示される,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000632,＊10632,　,https://network.mobile.rakuten.co.jp/faq/detail/10000632/,[Rakuten Turbo] Powerランプが点灯しません。どうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000630,＊10630,　,https://network.mobile.rakuten.co.jp/faq/detail/10000630/,[Rakuten Turbo] 本製品のQRコード（かんたん接続用コード）をスキャンしてもWi-Fiが使えない,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000590,＊10590,　,https://network.mobile.rakuten.co.jp/faq/detail/10000590/,[Rakuten Turbo] 本体や付属品の初期不良・修理・交換について教えてください,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000684,＊10684,　,https://network.mobile.rakuten.co.jp/faq/detail/10000684/,[Rakuten Turbo] 急に通信ができなくなった場合どうすればいいですか？,×,×,×,○,×,×,×,○,×,×,×,○,×,×,#N/A
10000788,＊10788,　,https://network.mobile.rakuten.co.jp/faq/detail/10000788/,Rakutenオリジナル製品のニュースフィードで画面が真っ白になる／記事が更新されないのですが、どうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,×,×,○,#N/A
10000739,＊10739,　,https://network.mobile.rakuten.co.jp/faq/detail/10000739/,Rakuten Casaアプリに不具合が起こった場合はどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,○,×,×,○,#N/A
10000743,＊10743,　,https://network.mobile.rakuten.co.jp/faq/detail/10000743/,製品に不具合が起こった場合はどうすればよいですか？,×,×,×,○,×,×,×,○,×,×,×,×,×,○,#N/A
10000804,＊10804,　,https://network.mobile.rakuten.co.jp/faq/detail/10000804/,Rakuten WiFi Pocket 2Bについて、バッテリー（電池）交換の対応は受け付けていますか？,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_073_MNO製品
-,-,0277,https://network.mobile.rakuten.co.jp/guide/trouble-check/,,×,×,×,○,×,×,×,◎,×,×,○,×,×,○,#N/A
-,-,0282,https://network.mobile.rakuten.co.jp/guide/trouble-check/,,×,×,×,○,×,×,×,◎,×,×,○,×,×,○,#N/A
-,-,1277,https://network.mobile.rakuten.co.jp/guide/trouble-check/,,×,×,×,○,×,×,×,◎,×,×,○,×,×,○,#N/A
-,-,1282,https://network.mobile.rakuten.co.jp/guide/trouble-check/,,×,×,×,○,×,×,×,◎,×,×,○,×,×,○,#N/A
60000041,＊60041,,https://network.mobile.rakuten.co.jp/guide/flow/application/,Rakuten最強プランお申し込み方法 | お申し込み方法 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000042,＊60042,,https://network.mobile.rakuten.co.jp/guide/flow/application-detail/,Rakuten最強プランお申し込み方法（お客様情報入力） | お申し込み方法 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000061,＊60061,,https://network.mobile.rakuten.co.jp/guide/iphone/,楽天モバイル（楽天回線）でお持ちのiPhoneを使う | 申し込みからお受け取りまで | お客様サポート | 楽天モバイル,×,×,○,○,○,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
60000126,＊60126,,https://network.mobile.rakuten.co.jp/guide/select-number/,選べる電話番号サービス（お申し込み方法） | お申し込み方法 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000077,＊60077,,https://network.mobile.rakuten.co.jp/guide/mnp/,他社から乗り換え（MNP） | 他社からの乗り換え（MNP） | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000079,＊60079,,https://network.mobile.rakuten.co.jp/guide/mnp/out-of-stock/,MNP（他社からの電話番号乗り換え）でご購入時の注意事項 | 他社からの乗り換え（MNP） | お客様サポート | 楽天モバイル,×,×,○,○,○,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
60000080,＊60080,,https://network.mobile.rakuten.co.jp/guide/mnp/procedure/,Rakuten最強プランへの乗り換え手順 | 他社からの乗り換え（MNP） | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000043,＊60043,,https://network.mobile.rakuten.co.jp/guide/flow/,楽天モバイルのプラン変更方法 | お申し込み方法 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000078,＊60078,,https://network.mobile.rakuten.co.jp/guide/mnp/migration/,楽天モバイル（楽天回線）へのプラン変更（移行）方法 | 楽天モバイル（ドコモ回線・au回線）からの移行 | お客様サポート | 楽天モバイル,×,×,○,×,×,×,×,×,×,×,×,×,×,○,#N/A
60000183,＊60183,,https://network.mobile.rakuten.co.jp/guide/verify/img-upload/,本人確認書類アップロード方法 | 本人確認 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000184,＊60184,,https://network.mobile.rakuten.co.jp/guide/verify/,本人確認書類 | 本人確認 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,○,×,×,×,○,#N/A
60000179,＊60179,,https://network.mobile.rakuten.co.jp/guide/verify/ekyc/esim-activation/,eKYCからのeSIM開通方法 | Android製品の設定手順 | お客様サポート | 楽天モバイル,×,×,×,○,○,×,◎,×,×,×,×,×,×,○,Que_061_MNO申込後
60000180,＊60180,,https://network.mobile.rakuten.co.jp/guide/verify/ekyc/flow/,eKYCの流れ | 本人確認 | お客様サポート | 楽天モバイル,×,×,○,×,○,×,×,×,×,×,×,×,×,○,#N/A
60000181,＊60181,,https://network.mobile.rakuten.co.jp/guide/verify/ekyc/,eKYCとは | 本人確認 | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,×,×,×,×,×,×,○,#N/A
60000075,＊60075,,https://network.mobile.rakuten.co.jp/guide/migration/,楽天モバイルの料金プランを徹底比較 | プランの詳細 | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000089,＊60089,,https://network.mobile.rakuten.co.jp/guide/payment/change/,お支払い方法の確認・変更方法 | 支払い方法の確認・変更 | お客様サポート | 楽天モバイル,×,×,×,○,○,×,◎,◎,×,×,×,×,×,○,Que_070_MNO料金
60000090,＊60090,,https://network.mobile.rakuten.co.jp/guide/payment/daibiki/,代金引換（代引き）でのお支払い方法 | 楽天モバイルでのお支払い方法 | お客様サポート | 楽天モバイル,×,×,○,○,○,×,◎,◎,×,×,×,○,×,○,Que_061_MNO申込後
60000095,＊60095,,https://network.mobile.rakuten.co.jp/guide/payment/,楽天モバイルでのお支払い方法 | 支払い方法の確認・変更 | お客様サポート | 楽天モバイル,×,×,○,○,○,×,◎,◎,×,×,×,×,×,○,Que_070_MNO料金
60000081,＊60081,,https://network.mobile.rakuten.co.jp/guide/my-rakuten-mobile/,my 楽天モバイル（アプリ／Web） | my 楽天モバイル | お客様サポート | 楽天モバイル,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_055_楽天リンク
60000029,＊60029,,https://network.mobile.rakuten.co.jp/guide/change-options/,オプションサービスの追加・解約方法 | オプションサービス | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000054,＊60054,,https://network.mobile.rakuten.co.jp/guide/iphone/applecare/,故障紛失保証 with AppleCare Services（ご利用方法） | 故障紛失保証 with AppleCare Services | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000055,＊60055,,https://network.mobile.rakuten.co.jp/guide/iphone/applecare/repair/,故障紛失保証 with AppleCare Services（修理のご利用方法） | 故障紛失保証 with AppleCare Services（ご利用方法） | 故障紛失保証 with AppleCare Services | お客様サポート | 楽天モバイル,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000056,＊60056,,https://network.mobile.rakuten.co.jp/guide/iphone/applecare/replacement/,故障紛失保証 with AppleCare Services（交換のご利用方法） | 故障紛失保証 with AppleCare Services（ご利用方法） | 故障紛失保証 with AppleCare Services | お客様サポート | 楽天モバイル,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000176,＊60176,,https://network.mobile.rakuten.co.jp/guide/standard-free-call/,15分（標準）通話かけ放題（お申し込み方法） | オプションサービス | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000118,＊60118,,https://network.mobile.rakuten.co.jp/guide/replacement-warranty-sim/application/,持ち込みスマホあんしん保証（お申し込み方法） | 持ち込みスマホあんしん保証（ご利用方法） | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000119,＊60119,,https://network.mobile.rakuten.co.jp/guide/replacement-warranty-sim/device-resistration/,持ち込みスマホあんしん保証（保証対象とする製品の登録方法） | 持ち込みスマホあんしん保証（ご利用方法） | お客様サポート | 楽天モバイル,×,×,×,○,×,×,◎,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000120,＊60120,,https://network.mobile.rakuten.co.jp/guide/replacement-warranty-sim/,持ち込みスマホあんしん保証（ご利用方法） | オプションサービス | お客様サポート | 楽天モバイル,×,×,○,○,○,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000121,＊60121,,https://network.mobile.rakuten.co.jp/guide/replacement-warranty-sim/replacement-reception/,持ち込みスマホあんしん保証（故障受付方法） | 持ち込みスマホあんしん保証（ご利用方法） | お客様サポート | 楽天モバイル,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
60000122,＊60122,,https://network.mobile.rakuten.co.jp/guide/replacement-warranty-sim/send/,持ち込みスマホあんしん保証（故障機の送付方法） | 持ち込みスマホあんしん保証（ご利用方法） | お客様サポート | 楽天モバイル,×,×,×,○,×,×,×,◎,×,×,×,×,×,○,Que_071_MNO契約情報
