release,update,category,books,onboarding,device,product,maker,description,color,colorcode,price,price_old,price_old_period,splitprice1,splitprice2,url,topbuttontext,topbuttonnote,bssbtn,bssbtntext,urlbssbtn,bssbtnnote,ichibabtn,ichibabtntext,urlichiba,ichibabtnnote,additionaltext,additionallinktext,additionallink,legalline,thumbnail,rselect,featurelist,feature1,feature2,feature3,feature4,feature5,rich,featureimg,img1,title1,text1,img2,title2,text2,img3,title3,text3,img4,text4,img5,text5,img6,text6,img7,text7,img8,text8,img9,text9,img10,text10,spec,item1,value1,item2,value2,item3,value3,item4,value4,item5,value5,item6,value6,item7,value7,item8,value8,item9,value9,item10,value10,comment,manufacturer,contact,support1,support2,link,link2,eol
,,フィルム,,600162,"iPhone 13
iPhone 13 Pro",iPhone 13 / 13 Pro 全面ガラスフィルム 高光沢 ブルーライトカット,,,クリア,#E8FEFF,1600 ,,,66 ,33 ,rselect-rmapphne21f0170cl,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600162,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne21f0170cl/,※送料無料,,,,,4 ,TRUE,2 ,"全面ガラス
液晶パネル全てを覆う形状の保護ガラスです。
素材はすべてガラスを使用しており、指滑りが滑らかです。
※R SELECTの商品以外は保証いたしかねます。","高光沢ブルーライトカット
クリアで歪みの少ない高品質ガラスを採用しています。
眼精疲労やドライアイを引き起こす要因のひとつとされるブルーライトを軽減します。",,,,FALSE,,,,,,,,,　,　,,,,,,,,,,,,,,,6 ,製品名,iPhone 13 / 13 Pro 全面ガラスフィルム 高光沢 ブルーライトカット,色,クリア,素材,ガラス,セット内容,保護ガラス / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE21F0170CL,JANコード,4580692435114 ,,,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921 （10～18時/土日祝・夏季休暇・年末年始を除く）
 e-mail:support@rastabanana.com",iPhone 13[https://network.mobile.rakuten.co.jp/product/iphone/iphone-13/?l-id=product_accessory_rselect-rmapphne21f0170cl_iphone-13]/iPhone 13 Pro[https://network.mobile.rakuten.co.jp/product/iphone/iphone-13-pro/?l-id=product_accessory_rselect-rmapphne21f0170cl_iphone-13-pro],,,,
,,フィルム,,600163,iPhone 13 Pro Max,iPhone 13 Pro Max 平面ガラスフィルム 高光沢,,,クリア,#E8FEFF,1200 ,,,50 ,25 ,rselect-rmapphne21f0175cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600163,※現在my 楽天モバイルでの販売は行っておりません。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne21f0175cl/,※送料無料,,,,,2 ,TRUE,4 ,液晶画面の鮮やかさを損なわない高光沢タイプ,クリアで透明度の高い液晶保護ガラスは、写真や動画の色合いを忠実に再現します。,機器本体の画面を保護,表面硬度9H の液晶保護ガラスは衝撃や傷から大切な機器本体をしっかり守ります。,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,iPhone 13 Pro Max 平面ガラスフィルム 高光沢,色,クリア,素材,シリコン(接合面)、ガラス、PET(外側),セット内容,保護ガラス / 液晶クリーナー / ホコリ取りシール / 貼り方ガイド / アルコール綿,型番,RMAPPHNE21F0175CL,JANコード,4580692435169 ,,,,,,,,,"★本製品の特性上、液晶画面に貼付した状態でタッチペン操作を行うと動作しにくい場合がありますのでご了承ください。
★本製品をご使用の際はケースなどの種類により装着できない場合があります。
★機器本体の液晶画面の個体差により、フィルムの端が浮く可能性があります。ご了承ください。
★本製品は機器本体の画面を保護するフィルムです。他の用途ではご使用できません。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については保証の対象外です。
★万が一、製造上の原因により初期不良品があった場合、同製品または同等の製品と交換をいたします。その際に、購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。
★本製品のパッケージなどに記載されている会社名、製品名などは各社の商標または登録商標です。
★本製品のパッケージに使用されているイラストおよび画像はイメージです。
★iPhone は、米国および他の国々で登録されたApple Inc. の商標です。iPhoneの商標は、アイホン株式会社のライセンスに基づき使用されています。",株式会社トレミール,"TEL: 03-5114-1357
FAX: 03-5114-1375
e-mail:info@l-mobiledo.net
（平日10：00～17：00）
※祝祭日、夏期、年末年始特定休業日を除く",iPhone 13 Pro Max[https://network.mobile.rakuten.co.jp/product/iphone/iphone-13-pro-max/?l-id=product_accessory_rselect-rmapphne21f0175cl_iphone-13-pro-max],,,,45002 
,,フィルム,,600164,iPhone 13 Pro Max,iPhone 13 Pro Max 全面ガラスフィルム 高光沢,,,クリア,#E8FEFF,1600 ,,,66 ,33 ,rselect-rmapphne21f0176cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600164,※現在my 楽天モバイルでの販売は行っておりません。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne21f0176cl/,※送料無料,,,,,2 ,TRUE,4 ,液晶画面の鮮やかさを損なわない高光沢タイプ,クリアで透明度の高い液晶保護ガラスは、写真や動画の色合いを忠実に再現します。,スムーズな操作性,ラウンジエッジ加工のため、操作性にも優れています。,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,6 ,製品名,iPhone 13 Pro Max 全面ガラスフィルム 高光沢,色,クリア,素材,シリコン(接合面)、ガラス、PET(外側),セット内容,保護ガラス / 液晶クリーナー / ホコリ取りシール / 貼り方ガイド / アルコール綿,型番,RMAPPHNE21F0176CL,JANコード,4580692435176 ,,,,,,,,,"★本製品の特性上、液晶画面に貼付した状態でタッチペン操作を行うと動作しにくい場合がありますのでご了承ください。
★本製品をご使用の際はケースなどの種類により装着できない場合があります。
★機器本体の液晶画面の個体差により、フィルムの端が浮く可能性があります。ご了承ください。
★本製品は機器本体の画面を保護するフィルムです。他の用途ではご使用できません。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については保証の対象外です。
★万が一、製造上の原因により初期不良品があった場合、同製品または同等の製品と交換をいたします。その際に、購入証明書が必要となる場合がありますので、購入証明書は必ず保管しておいてください。
★本製品のパッケージなどに記載されている会社名、製品名などは各社の商標または登録商標です。
★本製品のパッケージに使用されているイラストおよび画像はイメージです。
★iPhone は、米国および他の国々で登録されたApple Inc. の商標です。iPhoneの商標は、アイホン株式会社のライセンスに基づき使用されています。",株式会社トレミール,"TEL: 03-5114-1357
FAX: 03-5114-1375
e-mail:info@l-mobiledo.net
（平日10：00～17：00）
※祝祭日、夏期、年末年始特定休業日を除く",iPhone 13 Pro Max[https://network.mobile.rakuten.co.jp/product/iphone/iphone-13-pro-max/?l-id=product_accessory_rselect-rmapphne21f0176cl_iphone-13-pro-max],,,,45002 
,2023/9/20,フィルム,,600505 ,iPhone 14,iPhone 14 平面ガラスフィルム 高光沢（6.1inch 2lens model）,,,クリア,#E8FEFF,1980 ,,,82 ,41 ,rselect-rmapphne22f0205cl,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600505,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0205cl/,※送料無料,,,,,3 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,平面ガラス,液晶パネルの平面部のみを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 平面ガラスフィルム 高光沢（6.1inch 2lens model）,色,クリア,素材,ガラス,セット内容,平面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0205CL,JANコード,4582685140005 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14/?l-id=product_accessory_rselect-rmapphne22f0205cl_iphone-14],,,,
,,フィルム,,600506 ,iPhone 14,iPhone 14 平面ガラスフィルム 高光沢 ブルーライトカット（6.1inch 2lens model）,　,,クリア,#E8FEFF,2480 ,,,103 ,51 ,rselect-rmapphne22f0206cl,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600506,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0206cl/,※送料無料,,,,,3 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。","ブルーライトカット
クリアで歪みの少ない高品質ガラスを採用しています。
眼精疲労やドライアイを引き起こす要因のひとつとされるブルーライトを軽減します。",　,　,　,FALSE,3 ,pht-accessory-00.png,平面ガラス,液晶パネルの平面部のみを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,ブルーライトカット,"クリアで歪みの少ない高品質ガラスを採用しています。
眼精疲労やドライアイを引き起こす要因のひとつとされるブルーライトを軽減します。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 平面ガラスフィルム 高光沢 ブルーライトカット（6.1inch 2lens model）,色,クリア(ブルーライトカット),素材,ガラス,セット内容,平面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0206CL,JANコード,4582685140012 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14/?l-id=product_accessory_rselect-rmapphne22f0206cl_iphone-14],,,,
,,フィルム,,600508 ,iPhone 14 Pro,iPhone 14 Pro 平面ガラスフィルム 高光沢 （6.1inch 3lens model）,　,,クリア,#E8FEFF,1980 ,,,82 ,41 ,rselect-rmapphne22f0208cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600508,※現在my 楽天モバイルでの販売は行っておりません。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0208cl/,※送料無料,,,,,3 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,平面ガラス,液晶パネルの平面部のみを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 Pro 平面ガラスフィルム 高光沢 （6.1inch 3lens model）,色,クリア,素材,ガラス,セット内容,平面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0208CL,JANコード,4582685140036 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14 Pro[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-pro/?l-id=product_accessory_rselect-rmapphne22f0208cl_iphone-14-pro],,,,45308 
,,フィルム,,600509 ,iPhone 14 Pro,iPhone 14 Pro 全面ガラスフィルム 高光沢（6.1inch 3lens model）,　,,クリア,#E8FEFF,2480 ,,,103 ,51 ,rselect-rmapphne22f0209cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600509,※現在my 楽天モバイルでの販売は行っておりません。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0209cl/,※送料無料,,,,,3 ,TRUE,2 ,"全画面保護
液晶パネル全てを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,全面ガラス,液晶パネル全てを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 Pro 全面ガラスフィルム 高光沢（6.1inch 3lens model）,色,クリア,素材,ガラス,セット内容,全面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0209CL,JANコード,4582685140043 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14 Pro[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-pro/?l-id=product_accessory_rselect-rmapphne22f0209cl_iphone-14-pro],,,,45308 
,,フィルム,,600511 ,iPhone 14 Plus,iPhone 14 Plus 平面ガラスフィルム 高光沢 （6.7inch 2lens model）,　,,クリア,#E8FEFF,1980 ,,,82 ,41 ,rselect-rmapphne22f0211cl,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600511,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0211cl/,※送料無料,,,,,3 ,TRUE,2 ,"平面ガラス
液晶パネルの平面部のみを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,平面ガラス,液晶パネルの平面部のみを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 Plus 平面ガラスフィルム 高光沢 （6.7inch 2lens model）,色,クリア,素材,ガラス,セット内容,平面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0211CL,JANコード,4582685140067 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14 Plus[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-plus/?l-id=product_accessory_rselect-rmapphne22f0211cl_iphone-14-plus],,,,
,,フィルム,,600512 ,iPhone 14 Plus,iPhone 14 Plus 全面ガラスフィルム 高光沢（6.7inch 2lens model）,　,,クリア,#E8FEFF,2480 ,,,103 ,51 ,rselect-rmapphne22f0212cl,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600512,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0212cl/,※送料無料,,,,,3 ,TRUE,2 ,"全画面保護
液晶パネル全てを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,全面ガラス,液晶パネル全てを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 Plus 全面ガラスフィルム 高光沢（6.7inch 2lens model）,色,クリア,素材,ガラス,セット内容,全面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0212CL,JANコード,4582685140074 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14 Plus[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-plus/?l-id=product_accessory_rselect-rmapphne22f0212cl_iphone-14-plus],,,,
,,フィルム,,600514 ,iPhone 14 Pro Max,iPhone 14 Pro Max 全面ガラスフィルム 高光沢（6.7inch 3lens model）,　,,クリア,#E8FEFF,2680 ,,,111 ,55 ,rselect-rmapphne22f0214cl,,,disable,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600514,※現在my 楽天モバイルでの販売は行っておりません。,,,https://item.rakuten.co.jp/rakutenmobile-store/rselect-rmapphne22f0214cl/,※送料無料,,,,,3 ,TRUE,2 ,"全画面保護
液晶パネル全てを覆う形状の保護ガラスです。","高光沢
高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",　,　,　,FALSE,3 ,pht-accessory-00.png,全面ガラス,液晶パネル全てを覆う形状の保護ガラスです。,pht-accessory-02.png,貼り付けツール付き,"付属の貼り付けツールをご利用頂くことで、
貼り付け位置がズレることなく、正確な位置に貼り付けることができます。",pht-accessory-01.png,高光沢,"高い透明感で液晶の色彩を忠実に再現します。
クリアで歪みの少ない高品質ガラスを採用しています。",,,,,,,,,,,,,,,6 ,製品名,iPhone 14 Pro Max 全面ガラスフィルム 高光沢（6.7inch 3lens model）,色,クリア,素材,ガラス,セット内容,全面ガラスフィルム / クリーナークロス / ホコリ取りシール / 貼り付けガイド / 貼り付けツール,型番,RMAPPHNE22F0214CL,JANコード,4582685140098 ,　,　,,,,,,,"★本製品はガラス製品のため、折り曲げたり、落下させたりなどの外部からの衝撃により本製品に割れや傷が生じる場合がありますが、本製品の特性上、保証いたしかねますのでご了承ください。
★本製品は機器本体を完全に保護するものではありません。液晶画面を含む機器本体の破損や損傷等については一切の責任を負いかねますのでご了承願います。
★本製品のパッケージなどに記載されている会社名・製品名などは各社の商標または登録商標です。
★万が一、製造上の原因により初期不良品があった場合は同製品または同等の製品と交換をいたします。ご対応の際に購入証明書等が必要となる場合がありますので、購入証明書は必ず保管しておいてください。","株式会社ラスタバナナ
〒460-0001 名古屋市中区三の丸1-13-1","【専用サポートセンター】TEL: 03-6627-3921（10～18時/土日祝・夏季休暇・年末年始を除く）
e-mail:support@rastabanana.com",iPhone 14 Pro Max[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-pro-max/?l-id=product_accessory_rselect-rmapphne22f0214cl_iphone-14-pro-max],,,,45308 
,,フィルム,,600664 ,"iPhone 14
iPhone 14 Plus",iPhone 14/14 Plus カメラレンズ保護ガラス,,,クリア,#E8FEFF,980 ,,,40 ,20 ,trinity-rmip22m2lcacccc,,,,,https://onboarding.mobile.rakuten.co.jp/accessories-details?exid=600664,※my 楽天モバイルからのご購入は、製品と同時購入の場合のみ送料無料となります。,none,,https://item.rakuten.co.jp/rakutenmobile-store/trinity-rmip22m2lcacccc/,※送料無料,,,,,8 ,FALSE,5 ,"レンズもカメラユニットも一緒に守れる一体型構造です。
iPhoneの外観を損なうことなく保護できます。",高い透明度で、撮影に影響がありません。,強化ガラスで圧倒的な実績を誇るAGC社製のソーダライム強化ガラスを使用し、高い強度と品質で安心してお使いいただけます。,"表面硬度は一般的なフィルムの4倍以上の「最高硬度10H」レベルで、特に擦り傷に対しての強い耐性を持ち、たとえカッターでも傷つけることができません。
※本製品はJIS K5600引っかき硬度（鉛筆法）基準による10Hの硬度試験をクリアしております。",ガラスを貼り付ける時の接着シリコン層により、万が一ガラスが割れてしまった時にも粉々に飛び散ることを防ぎます。,FALSE,3 ,pht-accessory-00.png,"カメラもベースも一緒に守る
一体型レンズ保護ガラス","レンズもカメラユニットも一緒に守れる一体型構造です。
iPhoneの外観を損なうことなく保護できます。",pht-accessory-03.png,貼るだけ簡単、キャップ構造,貼り付けが簡単なキャップ構造で、大切なレンズをフルカバーします。,pht-accessory-04.png,見た目そのまま、細フレーム仕様,細フレーム仕様で、貼り付けても違和感がありません。,,,,,,,,,,,,,,,7 ,製品名,iPhone 14/14 Plus カメラレンズ保護ガラス,メーカー,トリニティ株式会社,色,クリア,材質,ガラス,セット内容,レンズガラス/マイクロファイバークロス/綿棒/埃取りテープ/貼り付け方法説明書,型番,RM-IP22M2-LCA-CCCC,JANコード,4582269550336 ,,,,,,,"★本製品はガラスを使用しています。破損したガラスを素手でさわると怪我をする恐れがあります。十分に注意してお取り扱いください。
★小さな部品は誤飲の危険があるため、小さなお子様には与えないでください。また、小さなお子様の手に届かない場所に保管してください。万一誤飲した場合はただちに医師の診断を受けてください。
★撮影環境によってはフラッシュの影響を受ける場合があります。
★カメラ保護一体型ケースとは併用できません。
★製品およびパッケージの仕様は予告なく変更する場合があります。
★本製品のパッケージに使用されているイラストおよび画像はイメージです。",トリニティ株式会社,"お問い合わせ：トリニティ株式会社
営業時間：9:30～18:00 ※土日祝日を除く
e-mail：support@trinity.jp",iPhone 14[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14/?l-id=product_accessory_trinity-rmip22m2lcacccc_product_iphone_iphone-14]/iPhone 14 Plus[https://network.mobile.rakuten.co.jp/product/iphone/iphone-14-plus/?l-id=product_accessory_trinity-rmip22m2lcacccc_product_iphone_iphone-14-plus],,,,
